,,,,,,,
tmdb_id,nominee,year,festival,category,won,movie_title,
20442,Naomie Harris,2017,BAFTA,Best Supporting Actress,FALSE,Moonlight,
20443,Nicole Kidman,2017,BAFTA,Best Supporting Actress,FALSE,Lion,
20444,Michelle Williams,2017,BAFTA,Best Supporting Actress,FALSE,Manchester by the Sea,
11251,Sam Rockwell,2018,BAFTA,Best Supporting Actor,TRUE,Three Billboards Outside Ebbing, Missouri
11252,Willem Dafoe,2018,BAFTA,Best Supporting Actor,FALSE,The Florida Project,
11250,Hugh Grant,2018,BAFTA,Best Supporting Actor,FALSE,Paddington 2,
11253,Christopher Plummer,2018,BAFTA,Best Supporting Actor,FALSE,All the Money in the World,
20445,Allison Janney,2018,BAFTA,Best Supporting Actress,TRUE,I, Tonya
20446,Laurie Metcalf,2018,BAFTA,Best Supporting Actress,FALSE,Lady Bird,
20447,Lesley Manville,2018,BAFTA,Best Supporting Actress,FALSE,Phantom Thread,
20448,Octavia Spencer,2018,BAFTA,Best Supporting Actress,FALSE,The Shape of Water,
11254,Mahershala Ali,2019,BAFTA,Best Supporting Actor,TRUE,Green Book,
11255,Adam Driver,2019,BAFTA,Best Supporting Actor,FALSE,BlacKkKlansman,
11256,Richard E. Grant,2019,BAFTA,Best Supporting Actor,FALSE,Can You Ever Forgive Me?,
11257,Sam Elliott,2019,BAFTA,Best Supporting Actor,FALSE,A Star Is Born,
20449,Rachel Weisz,2019,BAFTA,Best Supporting Actress,TRUE,The Favourite,
20406,Amy Adams,2019,BAFTA,Best Supporting Actress,FALSE,Vice,
20450,Claire Foy,2019,BAFTA,Best Supporting Actress,FALSE,First Man,
20451,Margot Robbie,2019,BAFTA,Best Supporting Actress,FALSE,Mary Queen of Scots,
11258,Brad Pitt,2020,BAFTA,Best Supporting Actor,TRUE,Once Upon a Time in Hollywood,
11115,Al Pacino,2020,BAFTA,Best Supporting Actor,FALSE,The Irishman,
11259,Joe Pesci,2020,BAFTA,Best Supporting Actor,FALSE,The Irishman,
11260,Tom Hanks,2020,BAFTA,Best Supporting Actor,FALSE,A Beautiful Day in the Neighborhood,
20452,Laura Dern,2020,BAFTA,Best Supporting Actress,TRUE,Marriage Story,
20453,Scarlett Johansson,2020,BAFTA,Best Supporting Actress,FALSE,Jojo Rabbit,
20454,Florence Pugh,2020,BAFTA,Best Supporting Actress,FALSE,Little Women,
20451,Margot Robbie,2020,BAFTA,Best Supporting Actress,FALSE,Bombshell,
11261,Daniel Kaluuya,2021,BAFTA,Best Supporting Actor,TRUE,Judas and the Black Messiah,
11262,Alan Kim,2021,BAFTA,Best Supporting Actor,FALSE,Minari,
11263,Leslie Odom Jr.,2021,BAFTA,Best Supporting Actor,FALSE,One Night in Miami...,
11264,Paul Raci,2021,BAFTA,Best Supporting Actor,FALSE,Sound of Metal,
20455,Youn Yuh-jung,2021,BAFTA,Best Supporting Actress,TRUE,Minari,
20456,Maria Bakalova,2021,BAFTA,Best Supporting Actress,FALSE,Borat Subsequent Moviefilm,
20457,Dominique Fishback,2021,BAFTA,Best Supporting Actress,FALSE,Judas and the Black Messiah,
20458,Ashley Madekwe,2021,BAFTA,Best Supporting Actress,FALSE,County Lines,
11265,Troy Kotsur,2022,BAFTA,Best Supporting Actor,TRUE,CODA,
11266,Ciarán Hinds,2022,BAFTA,Best Supporting Actor,FALSE,Belfast,
11267,Jesse Plemons,2022,BAFTA,Best Supporting Actor,FALSE,The Power of the Dog,
11268,Kodi Smit-McPhee,2022,BAFTA,Best Supporting Actor,FALSE,The Power of the Dog,
20459,Ariana DeBose,2022,BAFTA,Best Supporting Actress,TRUE,West Side Story,
20387,Cate Blanchett,2022,BAFTA,Best Supporting Actress,FALSE,Nightmare Alley,
20460,Jessie Buckley,2022,BAFTA,Best Supporting Actress,FALSE,The Lost Daughter,
20461,Ruth Negga,2022,BAFTA,Best Supporting Actress,FALSE,Passing,
11269,Barry Keoghan,2023,BAFTA,Best Supporting Actor,TRUE,The Banshees of Inisherin,
11270,Brendan Gleeson,2023,BAFTA,Best Supporting Actor,FALSE,The Banshees of Inisherin,
11271,Ke Huy Quan,2023,BAFTA,Best Supporting Actor,FALSE,Everything Everywhere All at Once,
11272,Albrecht Schuch,2023,BAFTA,Best Supporting Actor,FALSE,All Quiet on the Western Front,
20462,Kerry Condon,2023,BAFTA,Best Supporting Actress,TRUE,The Banshees of Inisherin,
20463,Angela Bassett,2023,BAFTA,Best Supporting Actress,FALSE,Black Panther: Wakanda Forever,
20464,Hong Chau,2023,BAFTA,Best Supporting Actress,FALSE,The Whale,
20465,Carey Mulligan,2023,BAFTA,Best Supporting Actress,FALSE,She Said,
11273,Robert Downey Jr.,2024,BAFTA,Best Supporting Actor,TRUE,Oppenheimer,
11173,Robert De Niro,2024,BAFTA,Best Supporting Actor,FALSE,Killers of the Flower Moon,
11274,Ryan Gosling,2024,BAFTA,Best Supporting Actor,FALSE,Barbie,
11275,Paul Mescal,2024,BAFTA,Best Supporting Actor,FALSE,All of Us Strangers,
20466,Da'Vine Joy Randolph,2024,BAFTA,Best Supporting Actress,TRUE,The Holdovers,
20435,Emma Stone,2024,BAFTA,Best Supporting Actress,FALSE,Poor Things,
20467,Rosamund Pike,2024,BAFTA,Best Supporting Actress,FALSE,Saltburn,
20468,Sandra Hüller,2024,BAFTA,Best Supporting Actress,FALSE,The Zone of Interest,
11276,Kieran Culkin,2025,BAFTA,Best Supporting Actor,TRUE,A Real Pain,
11277,Guy Pearce,2025,BAFTA,Best Supporting Actor,FALSE,The Brutalist,
11278,Clarence Maclin,2025,BAFTA,Best Supporting Actor,FALSE,Sing Sing,
11279,Stanley Tucci,2025,BAFTA,Best Supporting Actor,FALSE,Conclave,
20469,Felicity Jones,2025,BAFTA,Best Supporting Actress,TRUE,The Brutalist,
20470,Toni Collette,2025,BAFTA,Best Supporting Actress,FALSE,Juror No. 2,
20471,Zoe Saldaña,2025,BAFTA,Best Supporting Actress,FALSE,Emilia Pérez,
20472,Isabella Rossellini,2025,BAFTA,Best Supporting Actress,FALSE,Conclave,
11280,Denzel Washington,2026,BAFTA,Best Supporting Actor,TRUE,High and Low,
11281,Willem Dafoe,2026,BAFTA,Best Supporting Actor,FALSE,The Phoenician Scheme,
11282,John Turturro,2026,BAFTA,Best Supporting Actor,FALSE,The Room Next Door,
11283,Bryan Cranston,2026,BAFTA,Best Supporting Actor,FALSE,The Entertainment System Is Down,
20473,Tilda Swinton,2026,BAFTA,Best Supporting Actress,TRUE,The Room Next Door,
20474,Anne Hathaway,2026,BAFTA,Best Supporting Actress,FALSE,Mothermary,
20475,Lupita Nyong'o,2026,BAFTA,Best Supporting Actress,FALSE,The Wild Robot,
20476,Danielle Deadwyler,2026,BAFTA,Best Supporting Actress,FALSE,The Piano Lesson,
11132,John Hurt,1979,BAFTA,Best Supporting Actor,TRUE,Midnight Express,
182,Gene Hackman,1979,BAFTA,Best Supporting Actor,FALSE,Superman,
13570,Jason Robards,1979,BAFTA,Best Supporting Actor,FALSE,Julia,
20650,François Truffaut,1979,BAFTA,Best Supporting Actor,FALSE,Close Encounters of the Third Kind,
