tmdb_id,nominee,year,festival,category,won,movie_title,,
30629,Hayden Christensen,2002,Golden Globes,Best Supporting Actor,FALSE,Life as a House,,
30630,Ben Kingsley,2002,Golden Globes,Best Supporting Actor,FALSE,Sexy Beast,,
30631,Jon Voight,2002,Golden Globes,Best Supporting Actor,FALSE,Ali,,
30116,Jennifer Connelly,2002,Golden Globes,Best Supporting Actress,TRUE,A Beautiful Mind,,
30632,Cameron Diaz,2002,Golden Globes,Best Supporting Actress,FALSE,Vanilla Sky,,
30633,Helen Mirren,2002,Golden Globes,Best Supporting Actress,FALSE,Gosford Park,,
30634,Maggie Smith,2002,Golden Globes,Best Supporting Actress,FALSE,Gosford Park,,
30635,Kate Winslet,2002,Golden Globes,Best Supporting Actress,FALSE,Iris,,
30117,Chris Cooper,2003,Golden Globes,Best Supporting Actor,TRUE,Adaptation.,,
30636,Ed Harris,2003,Golden Globes,Best Supporting Actor,FALSE,The Hours,,
30637,Paul Newman,2003,Golden Globes,Best Supporting Actor,FALSE,Road to Perdition,,
30638,John C. Reilly,2003,Golden Globes,Best Supporting Actor,FALSE,Chicago,,
30639,Dennis Quaid,2003,Golden Globes,Best Supporting Actor,FALSE,Far from Heaven,,
30118,Meryl Streep,2003,Golden Globes,Best Supporting Actress,TRUE,Adaptation.,,
30640,Kathy Bates,2003,Golden Globes,Best Supporting Actress,FALSE,About Schmidt,,
30641,Cameron Diaz,2003,Golden Globes,Best Supporting Actress,FALSE,Gangs of New York,,
30642,Queen Latifah,2003,Golden Globes,Best Supporting Actress,FALSE,Chicago,,
30643,Susan Sarandon,2003,Golden Globes,Best Supporting Actress,FALSE,Igby Goes Down,,
30119,Tim Robbins,2004,Golden Globes,Best Supporting Actor,TRUE,Mystic River,,
30644,Alec Baldwin,2004,Golden Globes,Best Supporting Actor,FALSE,The Cooler,,
30645,Albert Finney,2004,Golden Globes,Best Supporting Actor,FALSE,Big Fish,,
30646,Peter Sarsgaard,2004,Golden Globes,Best Supporting Actor,FALSE,Shattered Glass,,
30647,Ken Watanabe,2004,Golden Globes,Best Supporting Actor,FALSE,The Last Samurai,,
30120,Renée Zellweger,2004,Golden Globes,Best Supporting Actress,TRUE,Cold Mountain,,
30648,Maria Bello,2004,Golden Globes,Best Supporting Actress,FALSE,The Cooler,,
30649,Holly Hunter,2004,Golden Globes,Best Supporting Actress,FALSE,Thirteen,,
30650,Hope Davis,2004,Golden Globes,Best Supporting Actress,FALSE,American Splendor,,
30109,Clive Owen,2005,Golden Globes,Best Supporting Actor,TRUE,Closer,,
30651,David Carradine,2005,Golden Globes,Best Supporting Actor,FALSE,Kill Bill: Vol. 2,,
30652,Thomas Haden Church,2005,Golden Globes,Best Supporting Actor,FALSE,Sideways,,
30653,Jamie Foxx,2005,Golden Globes,Best Supporting Actor,FALSE,Collateral,,
30654,Morgan Freeman,2005,Golden Globes,Best Supporting Actor,FALSE,Million Dollar Baby,,
30121,Natalie Portman,2005,Golden Globes,Best Supporting Actress,TRUE,Closer,,
30655,Cate Blanchett,2005,Golden Globes,Best Supporting Actress,FALSE,The Aviator,,
30656,Laura Linney,2005,Golden Globes,Best Supporting Actress,FALSE,Kinsey,,
30657,Virginia Madsen,2005,Golden Globes,Best Supporting Actress,FALSE,Sideways,,
30118,Meryl Streep,2005,Golden Globes,Best Supporting Actress,FALSE,The Manchurian Candidate,,
30122,George Clooney,2006,Golden Globes,Best Supporting Actor,TRUE,Syriana,,
30658,Matt Dillon,2006,Golden Globes,Best Supporting Actor,FALSE,Crash,,
30659,Will Ferrell,2006,Golden Globes,Best Supporting Actor,FALSE,The Producers,,
30660,Paul Giamatti,2006,Golden Globes,Best Supporting Actor,FALSE,Cinderella Man,,
30661,Bob Hoskins,2006,Golden Globes,Best Supporting Actor,FALSE,Mrs. Henderson Presents,,
30123,Rachel Weisz,2006,Golden Globes,Best Supporting Actress,TRUE,The Constant Gardener,,
30662,Scarlett Johansson,2006,Golden Globes,Best Supporting Actress,FALSE,Match Point,,
30663,Shirley MacLaine,2006,Golden Globes,Best Supporting Actress,FALSE,In Her Shoes,,
30664,Frances McDormand,2006,Golden Globes,Best Supporting Actress,FALSE,North Country,,
30665,Michelle Williams,2006,Golden Globes,Best Supporting Actress,FALSE,Brokeback Mountain,,
30124,Eddie Murphy,2007,Golden Globes,Best Supporting Actor,TRUE,Dreamgirls,,
30666,Ben Affleck,2007,Golden Globes,Best Supporting Actor,FALSE,Hollywoodland,,
30667,Jack Nicholson,2007,Golden Globes,Best Supporting Actor,FALSE,The Departed,,
30668,Brad Pitt,2007,Golden Globes,Best Supporting Actor,FALSE,Babel,,
30669,Mark Wahlberg,2007,Golden Globes,Best Supporting Actor,FALSE,The Departed,,
30125,Jennifer Hudson,2007,Golden Globes,Best Supporting Actress,TRUE,Dreamgirls,,
30670,Adriana Barraza,2007,Golden Globes,Best Supporting Actress,FALSE,Babel,,
30655,Cate Blanchett,2007,Golden Globes,Best Supporting Actress,FALSE,Notes on a Scandal,,
30671,Emily Blunt,2007,Golden Globes,Best Supporting Actress,FALSE,The Devil Wears Prada,,
30672,Rinko Kikuchi,2007,Golden Globes,Best Supporting Actress,FALSE,Babel,,
30126,Javier Bardem,2008,Golden Globes,Best Supporting Actor,TRUE,No Country for Old Men,,
30673,Casey Affleck,2008,Golden Globes,Best Supporting Actor,FALSE,The Assassination of Jesse James,,
30674,Philip Seymour Hoffman,2008,Golden Globes,Best Supporting Actor,FALSE,Charlie Wilson's War,,
30675,John Travolta,2008,Golden Globes,Best Supporting Actor,FALSE,Hairspray,,
30099,Tommy Lee Jones,2008,Golden Globes,Best Supporting Actor,FALSE,No Country for Old Men,,
30127,Cate Blanchett,2008,Golden Globes,Best Supporting Actress,TRUE,I'm Not There,,
30676,Julia Roberts,2008,Golden Globes,Best Supporting Actress,FALSE,Charlie Wilson's War,,
30677,Saoirse Ronan,2008,Golden Globes,Best Supporting Actress,FALSE,Atonement,,
30678,Amy Adams,2008,Golden Globes,Best Supporting Actress,FALSE,Enchanted,,
30679,Tilda Swinton,2008,Golden Globes,Best Supporting Actress,FALSE,Michael Clayton,,
30128,Heath Ledger,2009,Golden Globes,Best Supporting Actor,TRUE,The Dark Knight,,
30680,Tom Cruise,2009,Golden Globes,Best Supporting Actor,FALSE,Tropic Thunder,,
30681,Robert Downey Jr.,2009,Golden Globes,Best Supporting Actor,FALSE,Tropic Thunder,,
30674,Philip Seymour Hoffman,2009,Golden Globes,Best Supporting Actor,FALSE,Doubt,,
30115,Jim Broadbent,2009,Golden Globes,Best Supporting Actor,FALSE,The Damned United,,
30129,Kate Winslet,2009,Golden Globes,Best Supporting Actress,TRUE,The Reader,,
30678,Amy Adams,2009,Golden Globes,Best Supporting Actress,FALSE,Doubt,,
30682,Penélope Cruz,2009,Golden Globes,Best Supporting Actress,FALSE,Vicky Cristina Barcelona,,
30683,Viola Davis,2009,Golden Globes,Best Supporting Actress,FALSE,Doubt,,
30684,Marisa Tomei,2009,Golden Globes,Best Supporting Actress,FALSE,The Wrestler,,
30130,Christoph Waltz,2010,Golden Globes,Best Supporting Actor,TRUE,Inglourious Basterds,,
30685,Matt Damon,2010,Golden Globes,Best Supporting Actor,FALSE,Invictus,,
30686,Woody Harrelson,2010,Golden Globes,Best Supporting Actor,FALSE,The Messenger,,
30687,Christopher Plummer,2010,Golden Globes,Best Supporting Actor,FALSE,The Last Station,,
30688,Stanley Tucci,2010,Golden Globes,Best Supporting Actor,FALSE,The Lovely Bones,,
30131,Mo'Nique,2010,Golden Globes,Best Supporting Actress,TRUE,Precious,,
30689,Vera Farmiga,2010,Golden Globes,Best Supporting Actress,FALSE,Up in the Air,,
30690,Anna Kendrick,2010,Golden Globes,Best Supporting Actress,FALSE,Up in the Air,,
30691,Penélope Cruz,2010,Golden Globes,Best Supporting Actress,FALSE,Nine,,
30692,Julianne Moore,2010,Golden Globes,Best Supporting Actress,FALSE,A Single Man,,
30132,Christian Bale,2011,Golden Globes,Best Supporting Actor,TRUE,The Fighter,,
30693,Michael Douglas,2011,Golden Globes,Best Supporting Actor,FALSE,Wall Street: Money Never Sleeps,,
30694,Andrew Garfield,2011,Golden Globes,Best Supporting Actor,FALSE,The Social Network,,
30695,Jeremy Renner,2011,Golden Globes,Best Supporting Actor,FALSE,The Town,,
30115,Geoffrey Rush,2011,Golden Globes,Best Supporting Actor,FALSE,The King's Speech,,
30133,Melissa Leo,2011,Golden Globes,Best Supporting Actress,TRUE,The Fighter,,
30678,Amy Adams,2011,Golden Globes,Best Supporting Actress,FALSE,The Fighter,,
30696,Helena Bonham Carter,2011,Golden Globes,Best Supporting Actress,FALSE,The King's Speech,,
30697,Mila Kunis,2011,Golden Globes,Best Supporting Actress,FALSE,Black Swan,,
30698,Jacki Weaver,2011,Golden Globes,Best Supporting Actress,FALSE,Animal Kingdom,,
30134,Christopher Plummer,2012,Golden Globes,Best Supporting Actor,TRUE,Beginners,,
30699,Kenneth Branagh,2012,Golden Globes,Best Supporting Actor,FALSE,My Week with Marilyn,,
30700,Jonah Hill,2012,Golden Globes,Best Supporting Actor,FALSE,Moneyball,,
30701,Viggo Mortensen,2012,Golden Globes,Best Supporting Actor,FALSE,A Dangerous Method,,
30674,Philip Seymour Hoffman,2012,Golden Globes,Best Supporting Actor,FALSE,The Ides of March,,
30135,Octavia Spencer,2012,Golden Globes,Best Supporting Actress,TRUE,The Help,,
30702,Jessica Chastain,2012,Golden Globes,Best Supporting Actress,FALSE,The Help,,
30703,Bérénice Bejo,2012,Golden Globes,Best Supporting Actress,FALSE,The Artist,,
30704,Janet McTeer,2012,Golden Globes,Best Supporting Actress,FALSE,Albert Nobbs,,
30705,Shailene Woodley,2012,Golden Globes,Best Supporting Actress,FALSE,The Descendants,,
30130,Christoph Waltz,2013,Golden Globes,Best Supporting Actor,TRUE,Django Unchained,,
30644,Alan Arkin,2013,Golden Globes,Best Supporting Actor,FALSE,Argo,,
30706,Leonardo DiCaprio,2013,Golden Globes,Best Supporting Actor,FALSE,Django Unchained,,
30674,Philip Seymour Hoffman,2013,Golden Globes,Best Supporting Actor,FALSE,The Master,,
30099,Tommy Lee Jones,2013,Golden Globes,Best Supporting Actor,FALSE,Lincoln,,
30136,Anne Hathaway,2013,Golden Globes,Best Supporting Actress,TRUE,Les Misérables,,
30678,Amy Adams,2013,Golden Globes,Best Supporting Actress,FALSE,The Master,,
30707,Sally Field,2013,Golden Globes,Best Supporting Actress,FALSE,Lincoln,,
30708,Helen Hunt,2013,Golden Globes,Best Supporting Actress,FALSE,The Sessions,,
30698,Jacki Weaver,2013,Golden Globes,Best Supporting Actress,FALSE,Silver Linings Playbook,,
30137,Jared Leto,2014,Golden Globes,Best Supporting Actor,TRUE,Dallas Buyers Club,,
30709,Barkhad Abdi,2014,Golden Globes,Best Supporting Actor,FALSE,Captain Phillips,,
30710,Daniel Brühl,2014,Golden Globes,Best Supporting Actor,FALSE,Rush,,
30711,Bradley Cooper,2014,Golden Globes,Best Supporting Actor,FALSE,American Hustle,,
30712,Michael Fassbender,2014,Golden Globes,Best Supporting Actor,FALSE,12 Years a Slave,,
30094,Jennifer Lawrence,2014,Golden Globes,Best Supporting Actress,TRUE,American Hustle,,
30713,Lupita Nyong'o,2014,Golden Globes,Best Supporting Actress,FALSE,12 Years a Slave,,
30676,Julia Roberts,2014,Golden Globes,Best Supporting Actress,FALSE,August: Osage County,,
30714,Sally Hawkins,2014,Golden Globes,Best Supporting Actress,FALSE,Blue Jasmine,,
30715,June Squibb,2014,Golden Globes,Best Supporting Actress,FALSE,Nebraska,,
30138,J.K. Simmons,2015,Golden Globes,Best Supporting Actor,TRUE,Whiplash,,
30716,Robert Duvall,2015,Golden Globes,Best Supporting Actor,FALSE,The Judge,,
30717,Ethan Hawke,2015,Golden Globes,Best Supporting Actor,FALSE,Boyhood,,
30718,Edward Norton,2015,Golden Globes,Best Supporting Actor,FALSE,Birdman,,
30719,Mark Ruffalo,2015,Golden Globes,Best Supporting Actor,FALSE,Foxcatcher,,
30139,Patricia Arquette,2015,Golden Globes,Best Supporting Actress,TRUE,Boyhood,,
30720,Jessica Chastain,2015,Golden Globes,Best Supporting Actress,FALSE,A Most Violent Year,,
30721,Keira Knightley,2015,Golden Globes,Best Supporting Actress,FALSE,The Imitation Game,,
30722,Emma Stone,2015,Golden Globes,Best Supporting Actress,FALSE,Birdman,,
30118,Meryl Streep,2015,Golden Globes,Best Supporting Actress,FALSE,Into the Woods,,
30140,Sylvester Stallone,2016,Golden Globes,Best Supporting Actor,TRUE,Creed,,
30723,Paul Dano,2016,Golden Globes,Best Supporting Actor,FALSE,Love & Mercy,,
30724,Idris Elba,2016,Golden Globes,Best Supporting Actor,FALSE,Beasts of No Nation,,
30725,Mark Rylance,2016,Golden Globes,Best Supporting Actor,FALSE,Bridge of Spies,,
30726,Michael Shannon,2016,Golden Globes,Best Supporting Actor,FALSE,99 Homes,,
30129,Kate Winslet,2016,Golden Globes,Best Supporting Actress,TRUE,Steve Jobs,,
30727,Jane Fonda,2016,Golden Globes,Best Supporting Actress,FALSE,Youth,,
30728,Jennifer Jason Leigh,2016,Golden Globes,Best Supporting Actress,FALSE,The Hateful Eight,,
30729,Helen Mirren,2016,Golden Globes,Best Supporting Actress,FALSE,Trumbo,,
30730,Alicia Vikander,2016,Golden Globes,Best Supporting Actress,FALSE,Ex Machina,,
30141,Aaron Taylor-Johnson,2017,Golden Globes,Best Supporting Actor,TRUE,Nocturnal Animals,,
30731,Mahershala Ali,2017,Golden Globes,Best Supporting Actor,FALSE,Moonlight,,
30732,Jeff Bridges,2017,Golden Globes,Best Supporting Actor,FALSE,Hell or High Water,,
30733,Simon Helberg,2017,Golden Globes,Best Supporting Actor,FALSE,Florence Foster Jenkins,,
30734,Dev Patel,2017,Golden Globes,Best Supporting Actor,FALSE,Lion,,
30142,Viola Davis,2017,Golden Globes,Best Supporting Actress,TRUE,Fences,,
30735,Naomie Harris,2017,Golden Globes,Best Supporting Actress,FALSE,Moonlight,,
30736,Nicole Kidman,2017,Golden Globes,Best Supporting Actress,FALSE,Lion,,
30135,Octavia Spencer,2017,Golden Globes,Best Supporting Actress,FALSE,Hidden Figures,,
30665,Michelle Williams,2017,Golden Globes,Best Supporting Actress,FALSE,Manchester by the Sea,,
30143,Sam Rockwell,2018,Golden Globes,Best Supporting Actor,TRUE,Three Billboards Outside Ebbing, Missouri,
30621,Willem Dafoe,2018,Golden Globes,Best Supporting Actor,FALSE,The Florida Project,,
30737,Armie Hammer,2018,Golden Globes,Best Supporting Actor,FALSE,Call Me by Your Name,,
30738,Richard Jenkins,2018,Golden Globes,Best Supporting Actor,FALSE,The Shape of Water,,
30687,Christopher Plummer,2018,Golden Globes,Best Supporting Actor,FALSE,All the Money in the World,,
30144,Allison Janney,2018,Golden Globes,Best Supporting Actress,TRUE,I, Tonya,
30739,Mary J. Blige,2018,Golden Globes,Best Supporting Actress,FALSE,Mudbound,,
30740,Hong Chau,2018,Golden Globes,Best Supporting Actress,FALSE,Downsizing,,
30741,Laurie Metcalf,2018,Golden Globes,Best Supporting Actress,FALSE,Lady Bird,,
30135,Octavia Spencer,2018,Golden Globes,Best Supporting Actress,FALSE,The Shape of Water,,
30145,Mahershala Ali,2019,Golden Globes,Best Supporting Actor,TRUE,Green Book,,
30742,Timothée Chalamet,2019,Golden Globes,Best Supporting Actor,FALSE,Beautiful Boy,,
30743,Adam Driver,2019,Golden Globes,Best Supporting Actor,FALSE,BlacKkKlansman,,
30744,Richard E. Grant,2019,Golden Globes,Best Supporting Actor,FALSE,Can You Ever Forgive Me?,,
30745,Sam Elliott,2019,Golden Globes,Best Supporting Actor,FALSE,A Star Is Born,,
30146,Regina King,2019,Golden Globes,Best Supporting Actress,TRUE,If Beale Street Could Talk,,
30678,Amy Adams,2019,Golden Globes,Best Supporting Actress,FALSE,Vice,,
30746,Claire Foy,2019,Golden Globes,Best Supporting Actress,FALSE,First Man,,
30747,Emma Stone,2019,Golden Globes,Best Supporting Actress,FALSE,The Favourite,,
30123,Rachel Weisz,2019,Golden Globes,Best Supporting Actress,FALSE,The Favourite,,
30147,Brad Pitt,2020,Golden Globes,Best Supporting Actor,TRUE,Once Upon a Time in Hollywood,,
30748,Tom Hanks,2020,Golden Globes,Best Supporting Actor,FALSE,A Beautiful Day in the Neighborhood,,
30749,Anthony Hopkins,2020,Golden Globes,Best Supporting Actor,FALSE,The Two Popes,,
30278,Al Pacino,2020,Golden Globes,Best Supporting Actor,FALSE,The Irishman,,
30096,Joe Pesci,2020,Golden Globes,Best Supporting Actor,FALSE,The Irishman,,
30148,Laura Dern,2020,Golden Globes,Best Supporting Actress,TRUE,Marriage Story,,
30640,Kathy Bates,2020,Golden Globes,Best Supporting Actress,FALSE,Richard Jewell,,
30750,Annette Bening,2020,Golden Globes,Best Supporting Actress,FALSE,The Report,,
30751,Jennifer Lopez,2020,Golden Globes,Best Supporting Actress,FALSE,Hustlers,,
30752,Margot Robbie,2020,Golden Globes,Best Supporting Actress,FALSE,Bombshell,,
30149,Daniel Kaluuya,2021,Golden Globes,Best Supporting Actor,TRUE,Judas and the Black Messiah,,
30753,Sacha Baron Cohen,2021,Golden Globes,Best Supporting Actor,FALSE,The Trial of the Chicago 7,,
30754,Jared Leto,2021,Golden Globes,Best Supporting Actor,FALSE,The Little Things,,
30755,Bill Murray,2021,Golden Globes,Best Supporting Actor,FALSE,On the Rocks,,
30756,Leslie Odom Jr.,2021,Golden Globes,Best Supporting Actor,FALSE,One Night in Miami...,,
30150,Jodie Foster,2021,Golden Globes,Best Supporting Actress,TRUE,The Mauritanian,,
30082,Glenn Close,2021,Golden Globes,Best Supporting Actress,FALSE,Hillbilly Elegy,,
30757,Olivia Colman,2021,Golden Globes,Best Supporting Actress,FALSE,The Father,,
30758,Amanda Seyfried,2021,Golden Globes,Best Supporting Actress,FALSE,Mank,,
30759,Helena Zengel,2021,Golden Globes,Best Supporting Actress,FALSE,News of the World,,
30151,Kodi Smit-McPhee,2022,Golden Globes,Best Supporting Actor,TRUE,The Power of the Dog,,
30760,Ben Affleck,2022,Golden Globes,Best Supporting Actor,FALSE,The Tender Bar,,
30761,Jamie Dornan,2022,Golden Globes,Best Supporting Actor,FALSE,Belfast,,
30762,Ciarán Hinds,2022,Golden Globes,Best Supporting Actor,FALSE,Belfast,,
30763,Troy Kotsur,2022,Golden Globes,Best Supporting Actor,FALSE,CODA,,
30152,Ariana DeBose,2022,Golden Globes,Best Supporting Actress,TRUE,West Side Story,,
30655,Cate Blanchett,2022,Golden Globes,Best Supporting Actress,FALSE,Nightmare Alley,,
30764,Kirsten Dunst,2022,Golden Globes,Best Supporting Actress,FALSE,The Power of the Dog,,
30765,Aunjanue Ellis,2022,Golden Globes,Best Supporting Actress,FALSE,King Richard,,
30766,Ruth Negga,2022,Golden Globes,Best Supporting Actress,FALSE,Passing,,
30153,Ke Huy Quan,2023,Golden Globes,Best Supporting Actor,TRUE,Everything Everywhere All at Once,,
30767,Brendan Gleeson,2023,Golden Globes,Best Supporting Actor,FALSE,The Banshees of Inisherin,,
30768,Barry Keoghan,2023,Golden Globes,Best Supporting Actor,FALSE,The Banshees of Inisherin,,
30711,Brad Pitt,2023,Golden Globes,Best Supporting Actor,FALSE,Babylon,,
30718,Eddie Redmayne,2023,Golden Globes,Best Supporting Actor,FALSE,The Good Nurse,,
30146,Angela Bassett,2023,Golden Globes,Best Supporting Actress,TRUE,Black Panther: Wakanda Forever,,
30769,Kerry Condon,2023,Golden Globes,Best Supporting Actress,FALSE,The Banshees of Inisherin,,
30770,Jamie Lee Curtis,2023,Golden Globes,Best Supporting Actress,FALSE,Everything Everywhere All at Once,,
30771,Dolly de Leon,2023,Golden Globes,Best Supporting Actress,FALSE,Triangle of Sadness,,
30772,Carey Mulligan,2023,Golden Globes,Best Supporting Actress,FALSE,She Said,,
30154,Robert Downey Jr.,2024,Golden Globes,Best Supporting Actor,TRUE,Oppenheimer,,
30621,Willem Dafoe,2024,Golden Globes,Best Supporting Actor,FALSE,Poor Things,,
30278,Robert De Niro,2024,Golden Globes,Best Supporting Actor,FALSE,Killers of the Flower Moon,,
30773,Ryan Gosling,2024,Golden Globes,Best Supporting Actor,FALSE,Barbie,,
30774,Charles Melton,2024,Golden Globes,Best Supporting Actor,FALSE,May December,,
30719,Mark Ruffalo,2024,Golden Globes,Best Supporting Actor,FALSE,Poor Things,,
30155,Da'Vine Joy Randolph,2024,Golden Globes,Best Supporting Actress,TRUE,The Holdovers,,
30722,Emma Stone,2024,Golden Globes,Best Supporting Actress,FALSE,Poor Things,,
30775,Danielle Brooks,2024,Golden Globes,Best Supporting Actress,FALSE,The Color Purple,,
30776,Julianne Moore,2024,Golden Globes,Best Supporting Actress,FALSE,May December,,
30777,Rosamund Pike,2024,Golden Globes,Best Supporting Actress,FALSE,Saltburn,,
30778,Jodie Foster,2024,Golden Globes,Best Supporting Actress,FALSE,Nyad,,
30156,Kieran Culkin,2025,Golden Globes,Best Supporting Actor,TRUE,A Real Pain,,
30413,Yuriy Borisov,2025,Golden Globes,Best Supporting Actor,FALSE,Anora,,
30414,Edward Norton,2025,Golden Globes,Best Supporting Actor,FALSE,A Complete Unknown,,
30415,Guy Pearce,2025,Golden Globes,Best Supporting Actor,FALSE,The Brutalist,,
30416,Jeremy Strong,2025,Golden Globes,Best Supporting Actor,FALSE,The Apprentice,,
30417,Denzel Washington,2025,Golden Globes,Best Supporting Actor,FALSE,Gladiator II,,
30157,Zoe Saldaña,2025,Golden Globes,Best Supporting Actress,TRUE,Emilia Pérez,,
30419,Selena Gomez,2025,Golden Globes,Best Supporting Actress,FALSE,Emilia Pérez,,
30420,Ariana Grande,2025,Golden Globes,Best Supporting Actress,FALSE,Wicked,,
30421,Felicity Jones,2025,Golden Globes,Best Supporting Actress,FALSE,The Brutalist,,
30422,Margaret Qualley,2025,Golden Globes,Best Supporting Actress,FALSE,The Substance,,
30423,Isabella Rossellini,2025,Golden Globes,Best Supporting Actress,FALSE,Conclave,,
30158,Stellan Skarsgård,2026,Golden Globes,Best Supporting Actor,TRUE,Sentimental Value,,
30424,Benicio del Toro,2026,Golden Globes,Best Supporting Actor,FALSE,One Battle After Another,,
30425,Jacob Elordi,2026,Golden Globes,Best Supporting Actor,FALSE,Frankenstein,,
30427,Paul Mescal,2026,Golden Globes,Best Supporting Actor,FALSE,Hamnet,,
30428,Sean Penn,2026,Golden Globes,Best Supporting Actor,FALSE,One Battle After Another,,
30426,Adam Sandler,2026,Golden Globes,Best Supporting Actor,FALSE,Jay Kelly,,
30430,Teyana Taylor,2026,Golden Globes,Best Supporting Actress,TRUE,One Battle After Another,,
30433,Emily Blunt,2026,Golden Globes,Best Supporting Actress,FALSE,The Smashing Machine,,
30435,Elle Fanning,2026,Golden Globes,Best Supporting Actress,FALSE,Sentimental Value,,
30432,Ariana Grande,2026,Golden Globes,Best Supporting Actress,FALSE,Wicked: For Good,,
30779,Inga Ibsdotter Lilleaas,2026,Golden Globes,Best Supporting Actress,FALSE,Sentimental Value,,
30434,Amy Madigan,2026,Golden Globes,Best Supporting Actress,FALSE,Weapons,,
30096,Jack Palance,1991,Golden Globes,Best Supporting Actor,TRUE,City Slickers,,
30440,Ned Beatty,1991,Golden Globes,Best Supporting Actor,FALSE,Hear My Song,,
30441,John Goodman,1991,Golden Globes,Best Supporting Actor,FALSE,Barton Fink,,
30442,Harvey Keitel,1991,Golden Globes,Best Supporting Actor,FALSE,Bugsy,,
30443,Ben Kingsley,1991,Golden Globes,Best Supporting Actor,FALSE,Bugsy,,
30151,Whoopi Goldberg,1991,Golden Globes,Best Supporting Actress,TRUE,Ghost,,
30444,Lorraine Bracco,1991,Golden Globes,Best Supporting Actress,FALSE,GoodFellas,,
30445,Diane Ladd,1991,Golden Globes,Best Supporting Actress,FALSE,Wild at Heart,,
30446,Shirley MacLaine,1991,Golden Globes,Best Supporting Actress,FALSE,Postcards from the Edge,,
30447,Mary McDonnell,1991,Golden Globes,Best Supporting Actress,FALSE,Dances with Wolves,,
30081,Jack Nicholson,1992,Golden Globes,Best Supporting Actor,TRUE,A Few Good Men,,
30448,Gene Hackman,1992,Golden Globes,Best Supporting Actor,FALSE,Unforgiven,,
30449,Chris O'Donnell,1992,Golden Globes,Best Supporting Actor,FALSE,Scent of a Woman,,
30450,Al Pacino,1992,Golden Globes,Best Supporting Actor,FALSE,Glengarry Glen Ross,,
30451,David Paymer,1992,Golden Globes,Best Supporting Actor,FALSE,Mr. Saturday Night,,
30097,Mercedes Ruehl,1992,Golden Globes,Best Supporting Actress,TRUE,The Fisher King,,
30452,Geraldine Chaplin,1992,Golden Globes,Best Supporting Actress,FALSE,Chaplin,,
30453,Jessica Lange,1992,Golden Globes,Best Supporting Actress,FALSE,O Pioneers!,,
30454,Miranda Richardson,1992,Golden Globes,Best Supporting Actress,FALSE,Enchanted April,,
30455,Alfre Woodard,1992,Golden Globes,Best Supporting Actress,FALSE,Passion Fish,,
30018,Gene Hackman,1993,Golden Globes,Best Supporting Actor,TRUE,Unforgiven,,
30456,Leonardo DiCaprio,1993,Golden Globes,Best Supporting Actor,FALSE,What's Eating Gilbert Grape,,
30457,Ralph Fiennes,1993,Golden Globes,Best Supporting Actor,FALSE,Schindler's List,,
30458,Sean Penn,1993,Golden Globes,Best Supporting Actor,FALSE,Carlito's Way,,
30459,John Malkovich,1993,Golden Globes,Best Supporting Actor,FALSE,In the Line of Fire,,
30098,Joan Plowright,1993,Golden Globes,Best Supporting Actress,TRUE,Enchanted April,,
30460,Penelope Ann Miller,1993,Golden Globes,Best Supporting Actress,FALSE,Carlito's Way,,
30461,Anna Paquin,1993,Golden Globes,Best Supporting Actress,FALSE,The Piano,,
30462,Winona Ryder,1993,Golden Globes,Best Supporting Actress,FALSE,The Age of Innocence,,
30463,Emma Thompson,1993,Golden Globes,Best Supporting Actress,FALSE,In the Name of the Father,,
30099,Tommy Lee Jones,1994,Golden Globes,Best Supporting Actor,TRUE,The Fugitive,,
30464,Kevin Bacon,1994,Golden Globes,Best Supporting Actor,FALSE,The River Wild,,
30465,Samuel L. Jackson,1994,Golden Globes,Best Supporting Actor,FALSE,Pulp Fiction,,
30466,John Turturro,1994,Golden Globes,Best Supporting Actor,FALSE,Quiz Show,,
30467,Gary Sinise,1994,Golden Globes,Best Supporting Actor,FALSE,Forrest Gump,,
30100,Winona Ryder,1994,Golden Globes,Best Supporting Actress,TRUE,The Age of Innocence,,
30468,Kirsten Dunst,1994,Golden Globes,Best Supporting Actress,FALSE,Interview with the Vampire,,
30469,Sophia Loren,1994,Golden Globes,Best Supporting Actress,FALSE,Prêt-à-Porter,,
30470,Uma Thurman,1994,Golden Globes,Best Supporting Actress,FALSE,Pulp Fiction,,
30471,Robin Wright,1994,Golden Globes,Best Supporting Actress,FALSE,Forrest Gump,,
30101,Martin Landau,1995,Golden Globes,Best Supporting Actor,TRUE,Ed Wood,,
30472,John Leguizamo,1995,Golden Globes,Best Supporting Actor,FALSE,To Wong Foo, Thanks for Everything! Julie Newmar,
30473,Kevin Spacey,1995,Golden Globes,Best Supporting Actor,FALSE,The Usual Suspects,,
30474,Tim Roth,1995,Golden Globes,Best Supporting Actor,FALSE,Rob Roy,,
30475,James Cromwell,1995,Golden Globes,Best Supporting Actor,FALSE,Babe,,
30102,Dianne Wiest,1995,Golden Globes,Best Supporting Actress,TRUE,Bullets Over Broadway,,
30476,Anjelica Huston,1995,Golden Globes,Best Supporting Actress,FALSE,The Crossing Guard,,
30477,Kathleen Quinlan,1995,Golden Globes,Best Supporting Actress,FALSE,Apollo 13,,
30478,Kyra Sedgwick,1995,Golden Globes,Best Supporting Actress,FALSE,Something to Talk About,,
