bucket,action,festival,category,year,nominee,movie_title,won,tmdb_id,source_file,review_required,notes
A,DROP,Golden Globe,Best Comedy/Musical,2023,,Everything Everywhere All at Once,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2023,,Everything Everywhere All at Once,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2023,,Glass Onion: A Knives Out Mystery,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2023,,Glass Onion: A Knives Out Mystery,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2023,,Triangle of Sadness,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2023,,Triangle of Sadness,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2022,,Belfast,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2022,,Belfast,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2022,,CODA,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2022,,CODA,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2022,,Dune,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2022,,Dune,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2022,,King Richard,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2022,,King Richard,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2022,,Cyrano,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2022,,Cyrano,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2022,,Don't Look Up,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2022,,Don't Look Up,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2022,,Licorice Pizza,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2022,,Licorice Pizza,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2022,,Tick Tick... Boom!,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2022,,Tick Tick... Boom!,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2021,,The Father,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2021,,The Father,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2021,,Mank,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2021,,Mank,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2021,,Promising Young Woman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2021,,Promising Young Woman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2021,,The Trial of the Chicago 7,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2021,,The Trial of the Chicago 7,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2021,,Hamilton,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2021,,Hamilton,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2021,,Music,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2021,,Music,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2021,,Palm Springs,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2021,,Palm Springs,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2021,,The Prom,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2021,,The Prom,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2020,,The Irishman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2020,,The Irishman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2020,,Joker,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2020,,Joker,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2020,,Marriage Story,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2020,,Marriage Story,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2020,,The Two Popes,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2020,,The Two Popes,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2020,,Dolemite Is My Name,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2020,,Dolemite Is My Name,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2020,,Jojo Rabbit,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2020,,Jojo Rabbit,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2020,,Knives Out,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2020,,Knives Out,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2020,,Rocketman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2020,,Rocketman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2019,,BlacKkKlansman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2019,,BlacKkKlansman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2019,,Black Panther,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2019,,Black Panther,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2019,,If Beale Street Could Talk,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2019,,If Beale Street Could Talk,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2019,,A Star Is Born,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2019,,A Star Is Born,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2019,,Crazy Rich Asians,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2019,,Crazy Rich Asians,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2019,,The Favourite,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2019,,The Favourite,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2019,,Mary Poppins Returns,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2019,,Mary Poppins Returns,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2019,,Vice,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2019,,Vice,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2018,,Call Me by Your Name,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2018,,Call Me by Your Name,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2018,,Dunkirk,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2018,,Dunkirk,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2018,,The Post,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2018,,The Post,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2018,,The Shape of Water,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2018,,The Shape of Water,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2018,,The Disaster Artist,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2018,,The Disaster Artist,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2018,,Get Out,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2018,,Get Out,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2018,,The Greatest Showman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2018,,The Greatest Showman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2018,,I Tonya,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2018,,I Tonya,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2017,,Hacksaw Ridge,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2017,,Hacksaw Ridge,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2017,,Hell or High Water,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2017,,Hell or High Water,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2017,,Lion,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2017,,Lion,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2017,,Manchester by the Sea,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2017,,Manchester by the Sea,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2017,,20th Century Women,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2017,,20th Century Women,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2017,,Deadpool,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2017,,Deadpool,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2017,,Florence Foster Jenkins,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2017,,Florence Foster Jenkins,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2017,,Sing Street,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2017,,Sing Street,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2016,,Carol,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2016,,Carol,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2016,,Mad Max: Fury Road,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2016,,Mad Max: Fury Road,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2016,,Room,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2016,,Room,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2016,,Spotlight,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2016,,Spotlight,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2016,,The Big Short,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2016,,The Big Short,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2016,,Joy,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2016,,Joy,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2016,,Spy,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2016,,Spy,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2016,,Trainwreck,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2016,,Trainwreck,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2015,,Foxcatcher,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2015,,Foxcatcher,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2015,,The Imitation Game,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2015,,The Imitation Game,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2015,,Selma,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2015,,Selma,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2015,,The Theory of Everything,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2015,,The Theory of Everything,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2015,,Birdman,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2015,,Birdman,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2015,,Into the Woods,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2015,,Into the Woods,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2015,,Pride,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2015,,Pride,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2015,,St. Vincent,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2015,,St. Vincent,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2014,,Captain Phillips,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2014,,Captain Phillips,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2014,,Gravity,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2014,,Gravity,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2014,,Philomena,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2014,,Philomena,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2014,,Rush,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2014,,Rush,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2014,,Her,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2014,,Her,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2014,,Inside Llewyn Davis,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2014,,Inside Llewyn Davis,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2014,,Nebraska,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2014,,Nebraska,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2014,,The Wolf of Wall Street,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2014,,The Wolf of Wall Street,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2013,,Django Unchained,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2013,,Django Unchained,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2013,,Life of Pi,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2013,,Life of Pi,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2013,,Lincoln,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2013,,Lincoln,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2013,,Zero Dark Thirty,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2013,,Zero Dark Thirty,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2013,,The Best Exotic Marigold Hotel,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2013,,The Best Exotic Marigold Hotel,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2013,,Moonrise Kingdom,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2013,,Moonrise Kingdom,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2013,,Salmon Fishing in the Yemen,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2013,,Salmon Fishing in the Yemen,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2013,,Silver Linings Playbook,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2013,,Silver Linings Playbook,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2012,,The Help,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2012,,The Help,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2012,,Hugo,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2012,,Hugo,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2012,,The Ides of March,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2012,,The Ides of March,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2012,,Moneyball,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2012,,Moneyball,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2012,,War Horse,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2012,,War Horse,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2012,,50/50,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2012,,50/50,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2012,,Bridesmaids,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2012,,Bridesmaids,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2012,,Midnight in Paris,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2012,,Midnight in Paris,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2012,,My Week with Marilyn,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2012,,My Week with Marilyn,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2011,,Black Swan,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2011,,Black Swan,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2011,,The Fighter,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2011,,The Fighter,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2011,,Inception,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2011,,Inception,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Drama,2011,,The King's Speech,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Drama,2011,,The King's Speech,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2011,,Alice in Wonderland,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2011,,Alice in Wonderland,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2011,,Burlesque,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2011,,Burlesque,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
A,DROP,Golden Globe,Best Comedy/Musical,2011,,Red,false,0,awards7coltemplate.csv,FALSE,Exact duplicate — canonical is awardssample.csv
A,KEEP,Golden Globe,Best Comedy/Musical,2011,,Red,false,0,awardssample.csv,FALSE,Exact duplicate — keep canonical copy
