tmdb_id,title,year,festival,category,won
0,George Clooney,2009,Oscar,Best Actor,false
0,Colin Firth,2009,Oscar,Best Actor,false
0,Morgan Freeman,2009,Oscar,Best Actor,false
0,Jeremy Renner,2009,Oscar,Best Actor,false
0,The Curious Case of Benjamin Button,2008,Oscar,Best Picture,false
0,Frost/Nixon,2008,Oscar,Best Picture,false
0,Milk,2008,Oscar,Best Picture,false
0,The Reader,2008,Oscar,Best Picture,false
0,David Fincher,2008,Oscar,Best Director,false
0,Ron Howard,2008,Oscar,Best Director,false
0,Gus Van Sant,2008,Oscar,Best Director,false
0,Stephen Daldry,2008,Oscar,Best Director,false
0,Richard Jenkins,2008,Oscar,Best Actor,false
0,Frank Langella,2008,Oscar,Best Actor,false
0,Brad Pitt,2008,Oscar,Best Actor,false
0,Mickey Rourke,2008,Oscar,Best Actor,false
0,Atonement,2007,Oscar,Best Picture,false
0,Juno,2007,Oscar,Best Picture,false
0,Michael Clayton,2007,Oscar,Best Picture,false
0,There Will Be Blood,2007,Oscar,Best Picture,false
0,Julian Schnabel,2007,Oscar,Best Director,false
0,Jason Reitman,2007,Oscar,Best Director,false
0,Tony Gilroy,2007,Oscar,Best Director,false
0,Paul Thomas Anderson,2007,Oscar,Best Director,false
0,George Clooney,2007,Oscar,Best Actor,false
0,Johnny Depp,2007,Oscar,Best Actor,false
0,Tommy Lee Jones,2007,Oscar,Best Actor,false
0,Viggo Mortensen,2007,Oscar,Best Actor,false
0,Babel,2006,Oscar,Best Picture,false
0,Letters from Iwo Jima,2006,Oscar,Best Picture,false
0,Little Miss Sunshine,2006,Oscar,Best Picture,false
0,The Queen,2006,Oscar,Best Picture,false
0,Alejandro G. Iñárritu,2006,Oscar,Best Director,false
0,Stephen Frears,2006,Oscar,Best Director,false
0,Paul Greengrass,2006,Oscar,Best Director,false
0,Clint Eastwood,2006,Oscar,Best Director,false
0,Leonardo DiCaprio,2006,Oscar,Best Actor,false
0,Ryan Gosling,2006,Oscar,Best Actor,false
0,Peter O'Toole,2006,Oscar,Best Actor,false
0,Will Smith,2006,Oscar,Best Actor,false
0,Brokeback Mountain,2005,Oscar,Best Picture,false
0,Capote,2005,Oscar,Best Picture,false
0,Good Night and Good Luck,2005,Oscar,Best Picture,false
0,Munich,2005,Oscar,Best Picture,false
0,Bennett Miller,2005,Oscar,Best Director,false
0,Paul Haggis,2005,Oscar,Best Director,false
0,George Clooney,2005,Oscar,Best Director,false
0,Steven Spielberg,2005,Oscar,Best Director,false
0,Terrence Howard,2005,Oscar,Best Actor,false
0,Heath Ledger,2005,Oscar,Best Actor,false
0,Joaquin Phoenix,2005,Oscar,Best Actor,false
0,David Strathairn,2005,Oscar,Best Actor,false
0,The Aviator,2004,Oscar,Best Picture,false
0,Finding Neverland,2004,Oscar,Best Picture,false
0,Ray,2004,Oscar,Best Picture,false
0,Sideways,2004,Oscar,Best Picture,false
0,Martin Scorsese,2004,Oscar,Best Director,false
0,Taylor Hackford,2004,Oscar,Best Director,false
0,Alexander Payne,2004,Oscar,Best Director,false
0,Mike Leigh,2004,Oscar,Best Director,false
0,Don Cheadle,2004,Oscar,Best Actor,false
0,Johnny Depp,2004,Oscar,Best Actor,false
0,Leonardo DiCaprio,2004,Oscar,Best Actor,false
0,Clint Eastwood,2004,Oscar,Best Actor,false
0,Lost in Translation,2003,Oscar,Best Picture,false
0,Master and Commander: The Far Side of the World,2003,Oscar,Best Picture,false
0,Mystic River,2003,Oscar,Best Picture,false
0,Seabiscuit,2003,Oscar,Best Picture,false
0,Anora,2024,Cannes,Palme d'Or,true
0,Beating Hearts,2024,Cannes,Palme d'Or,false
0,The Most Precious of Cargoes,2024,Cannes,Palme d'Or,false
0,Anatomy of a Fall,2023,Cannes,Palme d'Or,true
0,About Dry Grasses,2023,Cannes,Palme d'Or,false
0,Asteroid City,2023,Cannes,Palme d'Or,false
0,Banel & Adama,2023,Cannes,Palme d'Or,false
0,Black Flies,2023,Cannes,Palme d'Or,false
0,A Brighter Tomorrow,2023,Cannes,Palme d'Or,false
0,Club Zero,2023,Cannes,Palme d'Or,false
0,Fallen Leaves,2023,Cannes,Palme d'Or,false
0,Firebrand,2023,Cannes,Palme d'Or,false
0,Four Daughters,2023,Cannes,Palme d'Or,false
0,Homecoming,2023,Cannes,Palme d'Or,false
0,Kidnapped,2023,Cannes,Palme d'Or,false
0,Last Summer,2023,Cannes,Palme d'Or,false
0,La Chimera,2023,Cannes,Palme d'Or,false
0,May December,2023,Cannes,Palme d'Or,false
0,Monster,2023,Cannes,Palme d'Or,false
0,The Old Oak,2023,Cannes,Palme d'Or,false
0,Perfect Days,2023,Cannes,Palme d'Or,false
0,The Pot-au-Feu,2023,Cannes,Palme d'Or,false
0,Youth (Spring),2023,Cannes,Palme d'Or,false
0,The Zone of Interest,2023,Cannes,Palme d'Or,false
0,Triangle of Sadness,2022,Cannes,Palme d'Or,true
0,The Almond and the Seahorse,2022,Cannes,Palme d'Or,false
0,Armageddon Time,2022,Cannes,Palme d'Or,false
0,Boy from Heaven,2022,Cannes,Palme d'Or,false
0,Broker,2022,Cannes,Palme d'Or,false
0,Brother and Sister,2022,Cannes,Palme d'Or,false
0,Close,2022,Cannes,Palme d'Or,false
0,Crimes of the Future,2022,Cannes,Palme d'Or,false
0,Decision to Leave,2022,Cannes,Palme d'Or,false
0,The Eight Mountains,2022,Cannes,Palme d'Or,false
0,EO,2022,Cannes,Palme d'Or,false
0,Forever Young,2022,Cannes,Palme d'Or,false
0,Holy Spider,2022,Cannes,Palme d'Or,false
0,Leila's Brothers,2022,Cannes,Palme d'Or,false
0,Mother and Son,2022,Cannes,Palme d'Or,false
0,Nostalgia,2022,Cannes,Palme d'Or,false
0,Pacifiction,2022,Cannes,Palme d'Or,false
0,R.M.N.,2022,Cannes,Palme d'Or,false
0,Showing Up,2022,Cannes,Palme d'Or,false
0,Stars at Noon,2022,Cannes,Palme d'Or,false
0,Tchaikovsky's Wife,2022,Cannes,Palme d'Or,false
0,Tori and Lokita,2022,Cannes,Palme d'Or,false
0,Titane,2021,Cannes,Palme d'Or,true
0,Ahed's Knee,2021,Cannes,Palme d'Or,false
0,Annette,2021,Cannes,Palme d'Or,false
0,Benedetta,2021,Cannes,Palme d'Or,false
0,Bergman Island,2021,Cannes,Palme d'Or,false
0,Casablanca Beats,2021,Cannes,Palme d'Or,false
0,Compartment No. 6,2021,Cannes,Palme d'Or,false
0,The Divide,2021,Cannes,Palme d'Or,false
0,Drive My Car,2021,Cannes,Palme d'Or,false
0,Everything Went Fine,2021,Cannes,Palme d'Or,false
0,Flag Day,2021,Cannes,Palme d'Or,false
0,France,2021,Cannes,Palme d'Or,false
0,The French Dispatch,2021,Cannes,Palme d'Or,false
0,A Hero,2021,Cannes,Palme d'Or,false
0,Lingui the Sacred Bonds,2021,Cannes,Palme d'Or,false
0,Memoria,2021,Cannes,Palme d'Or,false
0,Nitram,2021,Cannes,Palme d'Or,false
0,Paris 13th District,2021,Cannes,Palme d'Or,false
0,Petrov's Flu,2021,Cannes,Palme d'Or,false
0,Red Rocket,2021,Cannes,Palme d'Or,false
0,The Restless,2021,Cannes,Palme d'Or,false
0,The Story of My Wife,2021,Cannes,Palme d'Or,false
0,Three Floors,2021,Cannes,Palme d'Or,false
0,The Worst Person in the World,2021,Cannes,Palme d'Or,false
0,Parasite,2019,Cannes,Palme d'Or,true
0,Atlantics,2019,Cannes,Palme d'Or,false
0,Bacurau,2019,Cannes,Palme d'Or,false
0,The Dead Don't Die,2019,Cannes,Palme d'Or,false
0,Frankie,2019,Cannes,Palme d'Or,false
0,A Hidden Life,2019,Cannes,Palme d'Or,false
0,It Must Be Heaven,2019,Cannes,Palme d'Or,false
0,Little Joe,2019,Cannes,Palme d'Or,false
0,Matthias & Maxime,2019,Cannes,Palme d'Or,false
0,Les Misérables,2019,Cannes,Palme d'Or,false
0,Mektoub My Love: Intermezzo,2019,Cannes,Palme d'Or,false
0,Oh Mercy!,2019,Cannes,Palme d'Or,false
0,Once Upon a Time in Hollywood,2019,Cannes,Palme d'Or,false
0,Pain and Glory,2019,Cannes,Palme d'Or,false
0,Portrait of a Lady on Fire,2019,Cannes,Palme d'Or,false
0,Sibyl,2019,Cannes,Palme d'Or,false
0,Sorry We Missed You,2019,Cannes,Palme d'Or,false
0,The Traitor,2019,Cannes,Palme d'Or,false
0,The Whistlers,2019,Cannes,Palme d'Or,false
0,The Wild Goose Lake,2019,Cannes,Palme d'Or,false
0,Young Ahmed,2019,Cannes,Palme d'Or,false
0,Poor Things,2024,Oscar,Best Actress,true
0,Killers of the Flower Moon,2024,Oscar,Best Actress,false
0,Maestro,2024,Oscar,Best Actress,false
0,Nyad,2024,Oscar,Best Actress,false
0,Anatomy of a Fall,2024,Oscar,Best Actress,false
0,Everything Everywhere All at Once,2023,Oscar,Best Actress,true
0,Tár,2023,Oscar,Best Actress,false
0,The Fabelmans,2023,Oscar,Best Actress,false
0,To Leslie,2023,Oscar,Best Actress,false
0,Blonde,2023,Oscar,Best Actress,false
0,The Eyes of Tammy Faye,2022,Oscar,Best Actress,true
0,Being the Ricardos,2022,Oscar,Best Actress,false
0,The Lost Daughter,2022,Oscar,Best Actress,false
0,Parallel Mothers,2022,Oscar,Best Actress,false
0,Spencer,2022,Oscar,Best Actress,false
0,Nomadland,2021,Oscar,Best Actress,true
0,Ma Rainey's Black Bottom,2021,Oscar,Best Actress,false
0,Pieces of a Woman,2021,Oscar,Best Actress,false
0,Promising Young Woman,2021,Oscar,Best Actress,false
0,The United States vs. Billie Holiday,2021,Oscar,Best Actress,false
0,Judy,2020,Oscar,Best Actress,true
0,Harriet,2020,Oscar,Best Actress,false
0,Marriage Story,2020,Oscar,Best Actress,false
0,Bombshell,2020,Oscar,Best Actress,false
0,Little Women,2020,Oscar,Best Actress,false
0,The Favourite,2019,Oscar,Best Actress,true
0,The Wife,2019,Oscar,Best Actress,false
0,Roma,2019,Oscar,Best Actress,false
0,A Star Is Born,2019,Oscar,Best Actress,false
0,Can You Ever Forgive Me?,2019,Oscar,Best Actress,false
0,Three Billboards Outside Ebbing Missouri,2018,Oscar,Best Actress,true
0,The Shape of Water,2018,Oscar,Best Actress,false
0,I Tonya,2018,Oscar,Best Actress,false
0,Lady Bird,2018,Oscar,Best Actress,false
0,The Post,2018,Oscar,Best Actress,false
0,La La Land,2017,Oscar,Best Actress,true
0,Elle,2017,Oscar,Best Actress,false
0,Loving,2017,Oscar,Best Actress,false
0,Jackie,2017,Oscar,Best Actress,false
0,Florence Foster Jenkins,2017,Oscar,Best Actress,false
0,Room,2016,Oscar,Best Actress,true
0,Carol,2016,Oscar,Best Actress,false
0,Joy,2016,Oscar,Best Actress,false
0,45 Years,2016,Oscar,Best Actress,false
0,Brooklyn,2016,Oscar,Best Actress,false
0,Still Alice,2015,Oscar,Best Actress,true
0,Two Days One Night,2015,Oscar,Best Actress,false
0,The Theory of Everything,2015,Oscar,Best Actress,false
0,Gone Girl,2015,Oscar,Best Actress,false
0,Wild,2015,Oscar,Best Actress,false
0,Blue Jasmine,2014,Oscar,Best Actress,true
0,American Hustle,2014,Oscar,Best Actress,false
0,Gravity,2014,Oscar,Best Actress,false
0,Philomena,2014,Oscar,Best Actress,false
0,August: Osage County,2014,Oscar,Best Actress,false
0,Silver Linings Playbook,2013,Oscar,Best Actress,true
0,Zero Dark Thirty,2013,Oscar,Best Actress,false
0,Amour,2013,Oscar,Best Actress,false
0,Beasts of the Southern Wild,2013,Oscar,Best Actress,false
0,The Impossible,2013,Oscar,Best Actress,false
0,The Iron Lady,2012,Oscar,Best Actress,true
0,Albert Nobbs,2012,Oscar,Best Actress,false
0,The Help,2012,Oscar,Best Actress,false
0,The Girl with the Dragon Tattoo,2012,Oscar,Best Actress,false
0,My Week with Marilyn,2012,Oscar,Best Actress,false
0,Black Swan,2011,Oscar,Best Actress,true
0,The Kids Are All Right,2011,Oscar,Best Actress,false
0,Rabbit Hole,2011,Oscar,Best Actress,false
0,Winter's Bone,2011,Oscar,Best Actress,false
0,Blue Valentine,2011,Oscar,Best Actress,false
0,The Blind Side,2010,Oscar,Best Actress,true
0,The Last Station,2010,Oscar,Best Actress,false
0,An Education,2010,Oscar,Best Actress,false
0,Precious,2010,Oscar,Best Actress,false
0,Julie & Julia,2010,Oscar,Best Actress,false
0,The Reader,2009,Oscar,Best Actress,true
0,Changeling,2009,Oscar,Best Actress,false
0,Rachel Getting Married,2009,Oscar,Best Actress,false
0,Frozen River,2009,Oscar,Best Actress,false
0,Doubt,2009,Oscar,Best Actress,false
0,La Vie en Rose,2008,Oscar,Best Actress,true
0,Elizabeth: The Golden Age,2008,Oscar,Best Actress,false
0,Away from Her,2008,Oscar,Best Actress,false
0,The Savages,2008,Oscar,Best Actress,false
0,Juno,2008,Oscar,Best Actress,false
0,The Queen,2007,Oscar,Best Actress,true
0,Volver,2007,Oscar,Best Actress,false
0,Notes on a Scandal,2007,Oscar,Best Actress,false
0,The Devil Wears Prada,2007,Oscar,Best Actress,false
0,Little Children,2007,Oscar,Best Actress,false
0,Walk the Line,2006,Oscar,Best Actress,true
0,Mrs. Henderson Presents,2006,Oscar,Best Actress,false
0,Transamerica,2006,Oscar,Best Actress,false
0,Pride & Prejudice,2006,Oscar,Best Actress,false
0,North Country,2006,Oscar,Best Actress,false
0,Million Dollar Baby,2005,Oscar,Best Actress,true
0,Being Julia,2005,Oscar,Best Actress,false
0,Maria Full of Grace,2005,Oscar,Best Actress,false
0,Vera Drake,2005,Oscar,Best Actress,false
0,Eternal Sunshine of the Spotless Mind,2005,Oscar,Best Actress,false
0,Monster,2004,Oscar,Best Actress,true
0,Whale Rider,2004,Oscar,Best Actress,false
0,Something's Gotta Give,2004,Oscar,Best Actress,false
0,In America,2004,Oscar,Best Actress,false
0,21 Grams,2004,Oscar,Best Actress,false
0,The Hours,2003,Oscar,Best Actress,true
0,Frida,2003,Oscar,Best Actress,false
0,Unfaithful,2003,Oscar,Best Actress,false
0,Far from Heaven,2003,Oscar,Best Actress,false
0,Crouching Tiger Hidden Dragon,2000,Oscar,Best Picture,false
0,Erin Brockovich,2000,Oscar,Best Picture,false
0,Traffic,2000,Oscar,Best Picture,false
0,Chocolat,2000,Oscar,Best Picture,false
0,Stephen Daldry,2000,Oscar,Best Director,false
0,Ang Lee,2000,Oscar,Best Director,false
0,Ridley Scott,2000,Oscar,Best Director,false
0,Steven Soderbergh,2000,Oscar,Best Director,false
0,Javier Bardem,2000,Oscar,Best Actor,false
0,Tom Hanks,2000,Oscar,Best Actor,false
0,Ed Harris,2000,Oscar,Best Actor,false
0,Geoffrey Rush,2000,Oscar,Best Actor,false
0,The Cider House Rules,1999,Oscar,Best Picture,false
0,The Green Mile,1999,Oscar,Best Picture,false
0,The Insider,1999,Oscar,Best Picture,false
0,The Sixth Sense,1999,Oscar,Best Picture,false
0,Spike Jonze,1999,Oscar,Best Director,false
0,Lasse Hallstrom,1999,Oscar,Best Director,false
0,Michael Mann,1999,Oscar,Best Director,false
0,M. Night Shyamalan,1999,Oscar,Best Director,false
0,Russell Crowe,1999,Oscar,Best Actor,false
0,Richard Farnsworth,1999,Oscar,Best Actor,false
0,Sean Penn,1999,Oscar,Best Actor,false
0,Denzel Washington,1999,Oscar,Best Actor,false
0,Elizabeth,1998,Oscar,Best Picture,false
0,Life Is Beautiful,1998,Oscar,Best Picture,false
0,Saving Private Ryan,1998,Oscar,Best Picture,false
0,The Thin Red Line,1998,Oscar,Best Picture,false
0,Roberto Benigni,1998,Oscar,Best Director,false
0,John Madden,1998,Oscar,Best Director,false
0,Terrence Malick,1998,Oscar,Best Director,false
0,Peter Weir,1998,Oscar,Best Director,false
0,Tom Hanks,1998,Oscar,Best Actor,false
0,Ian McKellen,1998,Oscar,Best Actor,false
0,Nick Nolte,1998,Oscar,Best Actor,false
0,Edward Norton,1998,Oscar,Best Actor,false
0,As Good as It Gets,1997,Oscar,Best Picture,false
0,The Full Monty,1997,Oscar,Best Picture,false
0,Good Will Hunting,1997,Oscar,Best Picture,false
0,L.A. Confidential,1997,Oscar,Best Picture,false
0,Peter Cattaneo,1997,Oscar,Best Director,false
0,Gus Van Sant,1997,Oscar,Best Director,false
0,Curtis Hanson,1997,Oscar,Best Director,false
0,Atom Egoyan,1997,Oscar,Best Director,false
0,Matt Damon,1997,Oscar,Best Actor,false
0,Robert Duvall,1997,Oscar,Best Actor,false
0,Peter Fonda,1997,Oscar,Best Actor,false
0,Dustin Hoffman,1997,Oscar,Best Actor,false
0,Fargo,1996,Oscar,Best Picture,false
0,Jerry Maguire,1996,Oscar,Best Picture,false
0,Secrets & Lies,1996,Oscar,Best Picture,false
0,Shine,1996,Oscar,Best Picture,false
0,Joel Coen,1996,Oscar,Best Director,false
0,Milos Forman,1996,Oscar,Best Director,false
0,Scott Hicks,1996,Oscar,Best Director,false
0,Mike Leigh,1996,Oscar,Best Director,false
0,Tom Cruise,1996,Oscar,Best Actor,false
0,Ralph Fiennes,1996,Oscar,Best Actor,false
0,Woody Harrelson,1996,Oscar,Best Actor,false
0,Billy Bob Thornton,1996,Oscar,Best Actor,false
0,Apollo 13,1995,Oscar,Best Picture,false
0,Babe,1995,Oscar,Best Picture,false
0,Il Postino: The Postman,1995,Oscar,Best Picture,false
0,Sense and Sensibility,1995,Oscar,Best Picture,false
0,Chris Noonan,1995,Oscar,Best Director,false
0,Tim Robbins,1995,Oscar,Best Director,false
0,Mike Figgis,1995,Oscar,Best Director,false
0,Michael Radford,1995,Oscar,Best Director,false
0,Richard Dreyfuss,1995,Oscar,Best Actor,false
0,Anthony Hopkins,1995,Oscar,Best Actor,false
0,Sean Penn,1995,Oscar,Best Actor,false
0,Massimo Troisi,1995,Oscar,Best Actor,false
0,Four Weddings and a Funeral,1994,Oscar,Best Picture,false
0,Pulp Fiction,1994,Oscar,Best Picture,false
0,Quiz Show,1994,Oscar,Best Picture,false
0,The Shawshank Redemption,1994,Oscar,Best Picture,false
0,Woody Allen,1994,Oscar,Best Director,false
0,Quentin Tarantino,1994,Oscar,Best Director,false
0,Robert Redford,1994,Oscar,Best Director,false
0,Krzysztof Kieslowski,1994,Oscar,Best Director,false
0,Morgan Freeman,1994,Oscar,Best Actor,false
0,Nigel Hawthorne,1994,Oscar,Best Actor,false
0,Paul Newman,1994,Oscar,Best Actor,false
0,John Travolta,1994,Oscar,Best Actor,false
0,The Fugitive,1993,Oscar,Best Picture,false
0,In the Name of the Father,1993,Oscar,Best Picture,false
0,The Piano,1993,Oscar,Best Picture,false
0,The Remains of the Day,1993,Oscar,Best Picture,false
0,Robert Altman,1993,Oscar,Best Director,false
0,Jane Campion,1993,Oscar,Best Director,false
0,James Ivory,1993,Oscar,Best Director,false
0,Jim Sheridan,1993,Oscar,Best Director,false
0,Daniel Day-Lewis,1993,Oscar,Best Actor,false
0,Laurence Fishburne,1993,Oscar,Best Actor,false
0,Anthony Hopkins,1993,Oscar,Best Actor,false
0,Liam Neeson,1993,Oscar,Best Actor,false
0,The Crying Game,1992,Oscar,Best Picture,false
0,A Few Good Men,1992,Oscar,Best Picture,false
0,Howards End,1992,Oscar,Best Picture,false
0,Scent of a Woman,1992,Oscar,Best Picture,false
0,Robert Altman,1992,Oscar,Best Director,false
0,Martin Brest,1992,Oscar,Best Director,false
0,James Ivory,1992,Oscar,Best Director,false
0,Neil Jordan,1992,Oscar,Best Director,false
0,Robert Downey Jr.,1992,Oscar,Best Actor,false
0,Clint Eastwood,1992,Oscar,Best Actor,false
0,Stephen Rea,1992,Oscar,Best Actor,false
0,Denzel Washington,1992,Oscar,Best Actor,false
0,Beauty and the Beast,1991,Oscar,Best Picture,false
0,Bugsy,1991,Oscar,Best Picture,false
0,JFK,1991,Oscar,Best Picture,false
0,The Prince of Tides,1991,Oscar,Best Picture,false
0,John Singleton,1991,Oscar,Best Director,false
0,Barry Levinson,1991,Oscar,Best Director,false
0,Oliver Stone,1991,Oscar,Best Director,false
0,Ridley Scott,1991,Oscar,Best Director,false
0,Warren Beatty,1991,Oscar,Best Actor,false
0,Robert De Niro,1991,Oscar,Best Actor,false
0,Nick Nolte,1991,Oscar,Best Actor,false
0,Robin Williams,1991,Oscar,Best Actor,false
0,Awakenings,1990,Oscar,Best Picture,false
0,Ghost,1990,Oscar,Best Picture,false
0,The Godfather Part III,1990,Oscar,Best Picture,false
0,Goodfellas,1990,Oscar,Best Picture,false
0,Francis Ford Coppola,1990,Oscar,Best Director,false
0,Stephen Frears,1990,Oscar,Best Director,false
0,Barbet Schroeder,1990,Oscar,Best Director,false
0,Martin Scorsese,1990,Oscar,Best Director,false
0,Kevin Costner,1990,Oscar,Best Actor,false
0,Robert De Niro,1990,Oscar,Best Actor,false
0,Gerard Depardieu,1990,Oscar,Best Actor,false
0,Richard Harris,1990,Oscar,Best Actor,false
0,Avatar,2010,Golden Globe,Best Drama,false
0,The Curious Case of Benjamin Button,2009,Golden Globe,Best Drama,false
0,Frost/Nixon,2009,Golden Globe,Best Drama,false
0,The Reader,2009,Golden Globe,Best Drama,false
0,Revolutionary Road,2009,Golden Globe,Best Drama,false
0,American Gangster,2008,Golden Globe,Best Drama,false
0,Eastern Promises,2008,Golden Globe,Best Drama,false
0,The Great Debaters,2008,Golden Globe,Best Drama,false
0,Michael Clayton,2008,Golden Globe,Best Drama,false
0,No Country for Old Men,2008,Golden Globe,Best Drama,false
0,There Will Be Blood,2008,Golden Globe,Best Drama,false
0,Bobby,2007,Golden Globe,Best Drama,false
0,The Departed,2007,Golden Globe,Best Drama,false
0,Little Children,2007,Golden Globe,Best Drama,false
0,The Queen,2007,Golden Globe,Best Drama,false
0,The Constant Gardener,2006,Golden Globe,Best Drama,false
0,Good Night and Good Luck,2006,Golden Globe,Best Drama,false
0,A History of Violence,2006,Golden Globe,Best Drama,false
0,Match Point,2006,Golden Globe,Best Drama,false
0,Closer,2005,Golden Globe,Best Drama,false
0,Finding Neverland,2005,Golden Globe,Best Drama,false
0,Hotel Rwanda,2005,Golden Globe,Best Drama,false
0,Kinsey,2005,Golden Globe,Best Drama,false
0,Million Dollar Baby,2005,Golden Globe,Best Drama,false
0,Master and Commander,2004,BAFTA,Best Film,false
0,Cold Mountain,2004,Golden Globe,Best Drama,false
0,Master and Commander,2004,Golden Globe,Best Drama,false
0,Mystic River,2004,Golden Globe,Best Drama,false
0,Seabiscuit,2004,Golden Globe,Best Drama,false
0,About Schmidt,2003,Golden Globe,Best Drama,false
0,Gangs of New York,2003,Golden Globe,Best Drama,false
0,The Two Towers,2003,Golden Globe,Best Drama,false
0,The Pianist,2003,Golden Globe,Best Drama,false
0,Amelie,2002,BAFTA,Best Film,false
0,In the Bedroom,2002,Golden Globe,Best Drama,false
0,The Fellowship of the Ring,2002,Golden Globe,Best Drama,false
0,The Man Who Wasn't There,2002,Golden Globe,Best Drama,false
0,Mulholland Drive,2002,Golden Globe,Best Drama,false
0,Billy Elliot,2001,Golden Globe,Best Drama,false
0,Erin Brockovich,2001,Golden Globe,Best Drama,false
0,Sunshine,2001,Golden Globe,Best Drama,false
0,Traffic,2001,Golden Globe,Best Drama,false
0,The End of the Affair,2000,Golden Globe,Best Drama,false
0,The Hurricane,2000,Golden Globe,Best Drama,false
0,The Insider,2000,Golden Globe,Best Drama,false
0,The Talented Mr. Ripley,2000,Golden Globe,Best Drama,false
0,Driving Miss Daisy,1989,Oscar,Best Actress,true
0,The Accused,1988,Oscar,Best Actress,true
0,Moonstruck,1987,Oscar,Best Actress,true
0,Children of a Lesser God,1986,Oscar,Best Actress,true
0,The Trip to Bountiful,1985,Oscar,Best Actress,true
0,Places in the Heart,1984,Oscar,Best Actress,true
0,Terms of Endearment,1983,Oscar,Best Actress,true
0,Sophie's Choice,1982,Oscar,Best Actress,true
0,On Golden Pond,1981,Oscar,Best Actress,true
0,Coal Miner's Daughter,1980,Oscar,Best Actress,true
0,Norma Rae,1979,Oscar,Best Actress,true
0,Coming Home,1978,Oscar,Best Actress,true
0,Annie Hall,1977,Oscar,Best Actress,true
0,Network,1976,Oscar,Best Actress,true
0,One Flew Over the Cuckoo's Nest,1975,Oscar,Best Actress,true
0,Alice Doesn't Live Here Anymore,1974,Oscar,Best Actress,true
0,A Touch of Class,1973,Oscar,Best Actress,true
0,Cabaret,1972,Oscar,Best Actress,true
0,Klute,1971,Oscar,Best Actress,true
0,Women in Love,1970,Oscar,Best Actress,true
0,The Prime of Miss Jean Brodie,1969,Oscar,Best Actress,true
0,Funny Girl,1968,Oscar,Best Actress,true
0,The Lion in Winter,1968,Oscar,Best Actress,true
0,Guess Who's Coming to Dinner,1967,Oscar,Best Actress,true
0,Who's Afraid of Virginia Woolf?,1966,Oscar,Best Actress,true
0,Darling,1965,Oscar,Best Actress,true
0,Mary Poppins,1964,Oscar,Best Actress,true
0,Hud,1963,Oscar,Best Actress,true
0,The Miracle Worker,1962,Oscar,Best Actress,true
0,Two Women,1961,Oscar,Best Actress,true
0,BUtterfield 8,1960,Oscar,Best Actress,true
0,Room at the Top,1959,Oscar,Best Actress,true
0,I Want to Live!,1958,Oscar,Best Actress,true
0,The Three Faces of Eve,1957,Oscar,Best Actress,true
0,Anastasia,1956,Oscar,Best Actress,true
0,The Rose Tattoo,1955,Oscar,Best Actress,true
0,The Country Girl,1954,Oscar,Best Actress,true
0,Roman Holiday,1953,Oscar,Best Actress,true
0,Come Back Little Sheba,1952,Oscar,Best Actress,true
0,A Streetcar Named Desire,1951,Oscar,Best Actress,true
0,Born Yesterday,1950,Oscar,Best Actress,true
0,American Beauty,1999,BAFTA,Best Film,true
0,East Is East,1999,BAFTA,Best Film,false
0,The End of the Affair,1999,BAFTA,Best Film,false
0,The Sixth Sense,1999,BAFTA,Best Film,false
0,The Talented Mr. Ripley,1999,BAFTA,Best Film,false
0,Shakespeare in Love,1998,BAFTA,Best Film,true
0,Elizabeth,1998,BAFTA,Best Film,false
0,Saving Private Ryan,1998,BAFTA,Best Film,false
0,The Truman Show,1998,BAFTA,Best Film,false
0,The Full Monty,1997,BAFTA,Best Film,true
0,L.A. Confidential,1997,BAFTA,Best Film,false
0,Mrs. Brown,1997,BAFTA,Best Film,false
0,Titanic,1997,BAFTA,Best Film,false
0,The English Patient,1996,BAFTA,Best Film,true
0,Fargo,1996,BAFTA,Best Film,false
0,Secrets & Lies,1996,BAFTA,Best Film,false
0,Shine,1996,BAFTA,Best Film,false
0,Sense and Sensibility,1995,BAFTA,Best Film,true
0,The Usual Suspects,1995,BAFTA,Best Film,false
0,Babe,1995,BAFTA,Best Film,false
0,The Madness of King George,1995,BAFTA,Best Film,false
0,Four Weddings and a Funeral,1994,BAFTA,Best Film,true
0,Forrest Gump,1994,BAFTA,Best Film,false
0,Pulp Fiction,1994,BAFTA,Best Film,false
0,Quiz Show,1994,BAFTA,Best Film,false
0,Schindler's List,1993,BAFTA,Best Film,true
0,The Piano,1993,BAFTA,Best Film,false
0,The Remains of the Day,1993,BAFTA,Best Film,false
0,Shadowlands,1993,BAFTA,Best Film,false
0,Howards End,1992,BAFTA,Best Film,true
0,The Crying Game,1992,BAFTA,Best Film,false
0,The Player,1992,BAFTA,Best Film,false
0,Strictly Ballroom,1992,BAFTA,Best Film,false
0,Unforgiven,1992,BAFTA,Best Film,false
0,The Commitments,1991,BAFTA,Best Film,true
0,Dances with Wolves,1991,BAFTA,Best Film,false
0,The Silence of the Lambs,1991,BAFTA,Best Film,false
0,Thelma & Louise,1991,BAFTA,Best Film,false
0,GoodFellas,1990,BAFTA,Best Film,true
0,Crimes and Misdemeanors,1990,BAFTA,Best Film,false
0,Driving Miss Daisy,1990,BAFTA,Best Film,false
0,Pretty Woman,1990,BAFTA,Best Film,false
0,American Beauty,1999,Golden Globe,Best Drama,true
